adult,title,genres,homepage,runtime,overview,poster_path,release_date,original_language
False,Star Trek: Insurrection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",https://www.paramountmovies.com/movies/star-trek-ix-insurrection,102,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",https://image.tmdb.org/t/p/original/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg,11/12/1998,en
False,Star Trek: Nemesis,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",https://www.paramountmovies.com/movies/star-trek-x-nemesis,116,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",https://image.tmdb.org/t/p/original/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,13/12/2002,en
False,Mean Streets,"['Drama', 'Crime']",,111,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",https://image.tmdb.org/t/p/original/9msfwOeGc9uL1iRRTBdEf15XonC.jpg,14/10/1973,en
False,The Wages of Fear,"['Drama', 'Thriller', 'Adventure']",,148,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",https://image.tmdb.org/t/p/original/d1VEnsFO7YcEc5gRqKXu2Bq2MMJ.jpg,22/04/1953,fr
False,Hotel Rwanda,"['Drama', 'History', 'War']",http://www.metrofilms.com/films/hotel-rwanda,121,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",https://image.tmdb.org/t/p/original/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,22/12/2004,en
False,Paradise Found,['Drama'],,89,"Paradise Found is a biography about the painter Paul Gauguin. Focusing on his personal conflict between citizen life and his family life and the art scene in Frane. In an incredible imagery montage Gauguin manages to make a successful living in the South Pacific, while being in opposition to France.",https://image.tmdb.org/t/p/original/i5tYnEeCAPODbEbbwYmNd8Y9seA.jpg,01/01/2003,en
False,Dead Poets Society,['Drama'],,128,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",https://image.tmdb.org/t/p/original/hmGAF5NDoYB6S39UONevjHCESOI.jpg,02/06/1989,en
False,Berlin is in Germany,"['Comedy', 'Drama']",,97,"When Martin, a former GDR citizen, is released from jail, he lately becomes confronted with the consequences of the German re-unification.",https://image.tmdb.org/t/p/original/vsejIOb5nxF0vJf5RtU6O5u1Dg2.jpg,01/11/2001,de
False,Arsenic and Old Lace,"['Comedy', 'Crime']",,118,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",https://image.tmdb.org/t/p/original/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg,01/09/1944,en
False,North by Northwest,"['Mystery', 'Thriller', 'Adventure']",,136,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",https://image.tmdb.org/t/p/original/i3g0KIoXYx5RvyVaraYx9n2LCli.jpg,08/07/1959,en
False,Saw III,"['Horror', 'Thriller', 'Crime']",,108,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",https://image.tmdb.org/t/p/original/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg,26/10/2006,en
False,Saw II,['Horror'],,93,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle",https://image.tmdb.org/t/p/original/AwfBNpkedYcXt9BjGEYZf5g2s37.jpg,28/10/2005,en
False,Ali: Fear Eats the Soul,"['Romance', 'Drama']",,93,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",https://image.tmdb.org/t/p/original/5Oru4v8tRUN90JUuM6BNDJoetLt.jpg,05/06/1974,de
False,Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']",http://www.indianajones.com/site/index.html,122,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",https://image.tmdb.org/t/p/original/56As6XEM1flWvprX4LgkPl8ii4K.jpg,21/05/2008,en
False,The Terminator,"['Action', 'Thriller', 'Science Fiction']",https://www.20thcenturystudios.com/movies/theterminator,108,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",https://image.tmdb.org/t/p/original/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg,26/10/1984,en
False,Volver,"['Comedy', 'Drama', 'Romance']",,121,"While a woman attempts to cover up her daughter's murder and reinvent her life, her sister is visited by their mother, who was thought to have died.",https://image.tmdb.org/t/p/original/vix37Kc7EUURMC5Rgd6Z6KaEj5n.jpg,17/03/2006,es
False,East of Eden,['Drama'],,115,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",https://image.tmdb.org/t/p/original/xv1MZVIop0SQqwLUymgE5eb2LFl.jpg,10/04/1955,en
False,Rebel Without a Cause,['Drama'],,111,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",https://image.tmdb.org/t/p/original/n0oJB5fhcUth9ZbHziwsFuR38gT.jpg,27/10/1955,en
False,Berlin: Symphony of a Great City,['Documentary'],,69,"A train speeds through the country on its way to Berlin, then gradually slows down as it pulls into the station. It is very early in the morning, about 5:00 AM, and the great city is mostly quiet. But before long there are some signs of activity, and a few early risers are to be seen on the streets. Soon the new day is well underway. It's just a typical day in Berlin, but a day full of life and energy.",https://image.tmdb.org/t/p/original/aP8MDztGU8W1I5qhrHXmv1fbIdj.jpg,23/09/1927,de
False,Rebecca,"['Mystery', 'Romance', 'Thriller', 'Drama']",,130,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",https://image.tmdb.org/t/p/original/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg,23/03/1940,en
False,Man of Marble,['Drama'],,153,"A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.",https://image.tmdb.org/t/p/original/v0Mf7ZoPiStDIsZzxdcnCDuIGnf.jpg,25/02/1977,pl
False,Man of Iron,"['Drama', 'History']",,147,"In Warsaw in 1980, the Communist Party sends disgruntled radio reporter Winkel to Gdańsk to dig up dirt on the shipyard strikers - particularly on Maciek Tomczyk, an independent labour union leader whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.",https://image.tmdb.org/t/p/original/22wNUqKyz2m6wzAt31f26H8Y433.jpg,27/07/1981,pl
False,Boys Don't Cry,"['Crime', 'Drama']",http://www.foxsearchlight.com/boysdontcry/,118,A young transgender man explores his gender identity and searches for love in rural Nebraska.,https://image.tmdb.org/t/p/original/nKXTgbruSrezC1tAeKB6Ri7cGkK.jpg,02/09/1999,en
False,The Outsiders,"['Crime', 'Drama']",,91,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",https://image.tmdb.org/t/p/original/iwbbE0xiOuflxE99gESWC2b5Ohc.jpg,25/03/1983,en
False,The Blue Angel,['Drama'],,108,"Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.",https://image.tmdb.org/t/p/original/3FStCU5ipNGmwASfHVP282IO39z.jpg,01/04/1930,de
False,The Bride of Frankenstein,"['Horror', 'Science Fiction']",,75,"After recovering from injuries sustained in the mob attack upon himself and his creation, Dr. Frankenstein falls under the control of his former mentor, Dr. Pretorius, who insists the now-chastened doctor resume his experiments in creating new life. Meanwhile, the Monster remains on the run from those who wish to destroy him without understanding that his intentions are generally good despite his lack of socialization and self-control.",https://image.tmdb.org/t/p/original/5241zUwe7rC17MNc2QpCBKKdp1N.jpg,20/04/1935,en
False,Syriana,"['Drama', 'Thriller']",http://syrianamovie.warnerbros.com/,128,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",https://image.tmdb.org/t/p/original/2Ze0aBysu7uGK10cDIwTyyJwaoR.jpg,23/11/2005,en
False,Rumble Fish,"['Crime', 'Drama']",http://www.rumblefishdvd.com/,94,"Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation and longs for the days when gang warfare was going on.",https://image.tmdb.org/t/p/original/vwMfVhBwAcRT7K0xjFrNoNf9YRb.jpg,09/10/1983,en
False,The Wanderers,['Drama'],http://lantern-media.com/BronxGangs-Wanderers.htm,117,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,https://image.tmdb.org/t/p/original/oedFtX9hZZWpD7L5wkD0WxSteY2.jpg,13/07/1979,en
False,The Cabinet of Dr. Caligari,"['Drama', 'Horror', 'Thriller', 'Crime']",,78,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",https://image.tmdb.org/t/p/original/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,27/02/1920,de
False,Stand by Me,"['Crime', 'Drama']",,89,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",https://image.tmdb.org/t/p/original/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,08/08/1986,en
False,Muriel's Wedding,"['Comedy', 'Drama', 'Romance']",,106,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",https://image.tmdb.org/t/p/original/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,29/09/1994,en
False,Young Adam,"['Drama', 'Thriller', 'Crime', 'Romance']",http://www.sonyclassics.com/youngadam/,93,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,https://image.tmdb.org/t/p/original/rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg,26/09/2003,en
False,The Godfather,"['Drama', 'Crime']",http://www.thegodfather.com/,175,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",https://image.tmdb.org/t/p/original/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,14/03/1972,en
False,Some Like It Hot,"['Comedy', 'Romance', 'Crime']",,122,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",https://image.tmdb.org/t/p/original/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,19/03/1959,en
False,The Godfather Part II,"['Drama', 'Crime']",,202,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",https://image.tmdb.org/t/p/original/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,20/12/1974,en
False,Natural Born Killers,"['Crime', 'Thriller', 'Drama']",,118,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,https://image.tmdb.org/t/p/original/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,26/08/1994,en
False,The Godfather Part III,"['Crime', 'Drama', 'Thriller']",,162,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",https://image.tmdb.org/t/p/original/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,25/12/1990,en
False,High Fidelity,"['Drama', 'Comedy', 'Romance', 'Music']",,113,"When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",https://image.tmdb.org/t/p/original/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg,17/03/2000,en
False,King Kong,"['Adventure', 'Fantasy', 'Horror']",,104,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",https://image.tmdb.org/t/p/original/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg,15/03/1933,en
False,About a Boy,"['Drama', 'Comedy', 'Romance']",http://movies.uip.de/aboutaboy/,101,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",https://image.tmdb.org/t/p/original/optezspqJjHI9WyC8brY96zbcdt.jpg,26/04/2002,en
False,Zatoichi,"['Adventure', 'Drama', 'Action']",,111,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",https://image.tmdb.org/t/p/original/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,06/09/2003,ja
False,The Killing,"['Crime', 'Thriller']",,85,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",https://image.tmdb.org/t/p/original/A6VzUPcADZGYdGHlVdWvpMNDF5d.jpg,06/06/1956,en
False,Pocketful of Miracles,"['Comedy', 'Drama']",,136,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,https://image.tmdb.org/t/p/original/xjXwcGJjT5tE22wazQUYH32HwU8.jpg,18/12/1961,en
False,The War of the Roses,"['Comedy', 'Drama']",,116,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",https://image.tmdb.org/t/p/original/k2l2df0XlY58wfr7a3RPJ59qmxl.jpg,08/12/1989,en
False,In China They Eat Dogs,"['Action', 'Comedy', 'Crime']",,91,"Arvid, a bank teller, is dumped by his girlfriend for being too boring and dull. Hoping to put some excitement in his life, Arvid helps stop a robbery at the bank. The wife of the would-be bank robber tracks Arvid down and tells him her husband was robbing the bank only so he could pay for medical treatments so they could have a child. The title is a reference to an axiom Arvid's brother tells him: ""In China, they eat dogs""; which makes him realize that there is no such thing as moral absolutism, and that whether something is right or wrong depends on the situation. Because of his revelation, he comes to sympathize with the bank robber. Imagining he can help the couple and prove himself to be a dangerous outlaw all at once, Arvid plots a robbery of his own bank with the help of his brother Harald and some fellow wannabe criminals.",https://image.tmdb.org/t/p/original/v78NxEyzsElWnwSvGWpvf2DCzP9.jpg,10/09/1999,da
False,Ghost,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",,127,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",https://image.tmdb.org/t/p/original/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,13/07/1990,en
False,Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy', 'Comedy']",https://www.warnerbros.com/movies/willy-wonka-chocolate-factory,99,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",https://image.tmdb.org/t/p/original/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,29/06/1971,en
False,Live and Let Die,"['Adventure', 'Action', 'Thriller']",https://www.mgm.com/movies/live-and-let-die,121,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,https://image.tmdb.org/t/p/original/39qkrjqMZs6utwNmihVImC3ghas.jpg,27/06/1973,en
False,King Kong,"['Adventure', 'Drama', 'Action']",,187,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",https://image.tmdb.org/t/p/original/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,12/12/2005,en
False,Stolen Kisses,"['Comedy', 'Drama', 'Romance']",,90,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",https://image.tmdb.org/t/p/original/5qHh1Vp2TOOX5IaTVt4wyT8OTnR.jpg,04/09/1968,fr
False,Antoine and Colette,"['Romance', 'Drama', 'Comedy']",,30,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).",https://image.tmdb.org/t/p/original/nfP8J7pv75KOAliIM3RG7h6Zos5.jpg,22/06/1962,fr
False,Oliver Twist,"['Crime', 'Drama', 'Family']",http://www.olivertwistthemovie.co.uk/,130,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",https://image.tmdb.org/t/p/original/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,23/09/2005,en
False,Bed and Board,"['Comedy', 'Drama', 'Romance']",http://www.janusfilms.com/films/1168,97,"Parisian everyman Antoine Doinel has married his sweetheart Christine Darbon, and the newlyweds have set up a cozy domestic life of selling flowers and giving violin lessons while Antoine fitfully works on his long-gestating novel. As Christine becomes pregnant with the couple's first child, Antoine finds himself enraptured with a young Japanese beauty. The complications change the course of their relationship forever.",https://image.tmdb.org/t/p/original/s9R5wKbrB9SfOG1FzbICbOsssX8.jpg,09/09/1970,fr
False,Love on the Run,"['Comedy', 'Drama', 'Romance']",,93,"Antoine is now 30, working as a proofreader and getting divorced from his wife. It's the first ""no-fault"" divorce in France and a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame.",https://image.tmdb.org/t/p/original/hEtuFlpeb5ZU5fa5klkKA5Q3G36.jpg,24/01/1979,fr
False,The 39 Steps,"['Mystery', 'Thriller']",,86,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.",https://image.tmdb.org/t/p/original/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg,06/06/1935,en
False,Cat on a Hot Tin Roof,['Drama'],,108,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",https://image.tmdb.org/t/p/original/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg,29/08/1958,en
False,The King of Comedy,"['Drama', 'Comedy']",https://www.newregency.com/movies/the-king-of-comedy,109,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",https://image.tmdb.org/t/p/original/3BM78deUfeZfShqPTblZuamgC8a.jpg,18/12/1982,en
False,Lili Marleen,"['Drama', 'Romance']",,120,"The story of a German singer named Willie who while working in Switzerland falls in love with a Jewish composer named Robert whose family is helping people to flee from the Nazis. Robert’s family is skeptical of Willie, thinking she could be a Nazi as she becomes famous for singing the song “Lili Marleen”.",https://image.tmdb.org/t/p/original/gJAS4FCOuFVQprgGfPuOnkZOtp0.jpg,14/01/1981,de
False,Contempt,"['Drama', 'Romance']",,103,"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.",https://image.tmdb.org/t/p/original/kNElbRcp4Qz6wmJ9kH5vdY004Hq.jpg,29/10/1963,fr
False,Live Flesh,"['Drama', 'Romance', 'Thriller']",,103,"After leaving jail, Víctor is still in love with Elena. But, she's married to the former cop-now basketball player-who became paralyzed by a shot from Víctor's gun.",https://image.tmdb.org/t/p/original/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg,10/10/1997,es
False,Batman,"['Fantasy', 'Action', 'Crime']",,126,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",https://image.tmdb.org/t/p/original/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,21/06/1989,en
False,Breathless,"['Drama', 'Crime']",,90,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",https://image.tmdb.org/t/p/original/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg,16/03/1960,fr
False,Wir sagen Du! Schatz.,"['Comedy', 'Drama', 'Fantasy']",,98,Oliver doesn’t have a family so he steals one.,https://image.tmdb.org/t/p/original/le35Cod2vJWmWSbrUjeClZMC8JK.jpg,01/11/2007,de
False,"Ronia, the Robber's Daughter","['Adventure', 'Drama', 'Fantasy', 'Family']",,126,"Ronia lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronia have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.",https://image.tmdb.org/t/p/original/wJYkdYN4OzS5s9kiF4EtGvvnFm3.jpg,14/12/1984,sv
False,Batman Begins,"['Action', 'Crime', 'Drama']",https://www.warnerbros.com/movies/batman-begins/,140,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",https://image.tmdb.org/t/p/original/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,10/06/2005,en
False,The White Sound,['Drama'],http://www.dasweisserauschen.de/,107,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",https://image.tmdb.org/t/p/original/kYJLb69aANQhf6EvewCnKRpiJ5O.jpg,31/12/2001,de
False,The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']",,119,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",https://image.tmdb.org/t/p/original/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,14/02/1991,en
False,Fargo,"['Crime', 'Drama', 'Thriller']",,98,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",https://image.tmdb.org/t/p/original/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,08/03/1996,en
False,The Edukators,"['Drama', 'Comedy']",http://diefettenjahre.de,127,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,https://image.tmdb.org/t/p/original/3Z0R46cuFWB6gxZwEBf8ekVxgZ0.jpg,25/10/2004,de
False,Underworld,"['Fantasy', 'Action', 'Thriller']",https://www.sonypictures.com/movies/underworld,122,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",https://image.tmdb.org/t/p/original/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,19/09/2003,en
